Index,Date,Highway Vehicle Miles Traveled - All Systems,Highway Vehicle Miles Traveled - Total Rural,Highway Vehicle Miles Traveled - Other Rural,Highway Vehicle Miles Traveled - Rural Other Arterial,Highway Vehicle Miles Traveled - Rural Interstate
871,8/1/2019 0:00,2.87E+11,90787000000,31380000000,35215000000,24192000000
870,7/1/2019 0:00,2.96E+11,94815000000,32732000000,36666000000,25417000000
869,6/1/2019 0:00,2.81E+11,87384000000,30525000000,33858000000,23002000000
868,5/1/2019 0:00,2.86E+11,87500000000,30687000000,33645000000,23167000000
867,4/1/2019 0:00,2.82E+11,84394000000,30050000000,32269000000,22075000000
866,3/1/2019 0:00,2.72E+11,79928000000,27977000000,31012000000,20939000000
865,2/1/2019 0:00,2.27E+11,65277000000,22764000000,25662000000,16851000000
864,1/1/2019 0:00,2.48E+11,71450000000,25101000000,27615000000,18734000000
863,12/1/2018 0:00,2.70E+11,78682000000,27097000000,30583000000,21002000000
862,11/1/2018 0:00,2.60E+11,77687000000,26662000000,30277000000,20747000000
861,10/1/2018 0:00,2.81E+11,85575000000,29950000000,33499000000,22126000000
860,9/1/2018 0:00,2.67E+11,82245000000,28675000000,32284000000,21286000000
859,8/1/2018 0:00,2.85E+11,89671000000,31044000000,34782000000,23845000000
858,7/1/2018 0:00,2.91E+11,93400000000,32128000000,36127000000,25145000000
857,6/1/2018 0:00,2.83E+11,87427000000,30742000000,33817000000,22868000000
856,5/1/2018 0:00,2.84E+11,86612000000,30562000000,33288000000,22762000000
855,4/1/2018 0:00,2.75E+11,81961000000,29243000000,31251000000,21466000000
854,3/1/2018 0:00,2.71E+11,79690000000,28069000000,30867000000,20755000000
853,2/1/2018 0:00,2.28E+11,65500000000,22958000000,25682000000,16860000000
852,1/1/2018 0:00,2.45E+11,70351000000,24901000000,27072000000,18378000000
851,12/1/2017 0:00,,,,,
850,11/1/2017 0:00,,,,,
849,10/1/2017 0:00,,,,,
848,9/1/2017 0:00,,,,,
847,8/1/2017 0:00,,,,,
846,7/1/2017 0:00,,,,,
845,6/1/2017 0:00,,,,,
844,5/1/2017 0:00,,,,,
843,4/1/2017 0:00,,,,,
842,3/1/2017 0:00,,,,,
841,2/1/2017 0:00,,,,,
840,1/1/2017 0:00,,,,,
839,12/1/2016 0:00,,,,,
838,11/1/2016 0:00,,,,,
837,10/1/2016 0:00,,,,,
836,9/1/2016 0:00,,,,,
835,8/1/2016 0:00,,,,,
834,7/1/2016 0:00,,,,,
833,6/1/2016 0:00,,,,,
832,5/1/2016 0:00,,,,,
831,4/1/2016 0:00,,,,,
830,3/1/2016 0:00,,,,,
829,2/1/2016 0:00,,,,,
828,1/1/2016 0:00,,,,,
827,12/1/2015 0:00,,,,,
826,11/1/2015 0:00,,,,,
825,10/1/2015 0:00,,,,,
824,9/1/2015 0:00,,,,,
823,8/1/2015 0:00,,,,,
822,7/1/2015 0:00,,,,,
821,6/1/2015 0:00,,,,,
820,5/1/2015 0:00,,,,,
819,4/1/2015 0:00,,,,,
818,3/1/2015 0:00,,,,,
817,2/1/2015 0:00,,,,,
816,1/1/2015 0:00,,,,,
815,12/1/2014 0:00,,,,,
814,11/1/2014 0:00,,,,,
813,10/1/2014 0:00,,,,,
812,9/1/2014 0:00,,,,,
811,8/1/2014 0:00,,,,,
810,7/1/2014 0:00,,,,,
809,6/1/2014 0:00,,,,,
808,5/1/2014 0:00,,,,,
807,4/1/2014 0:00,,,,,
806,3/1/2014 0:00,,,,,
805,2/1/2014 0:00,,,,,
804,1/1/2014 0:00,,,,,
803,12/1/2013 0:00,,,,,
802,11/1/2013 0:00,,,,,
801,10/1/2013 0:00,,,,,
800,9/1/2013 0:00,,,,,
799,8/1/2013 0:00,,,,,
798,7/1/2013 0:00,,,,,
797,6/1/2013 0:00,,,,,
796,5/1/2013 0:00,,,,,
795,4/1/2013 0:00,,,,,
794,3/1/2013 0:00,,,,,
793,2/1/2013 0:00,,,,,
792,1/1/2013 0:00,,,,,
791,12/1/2012 0:00,,,,,
790,11/1/2012 0:00,,,,,
789,10/1/2012 0:00,,,,,
788,9/1/2012 0:00,,,,,
787,8/1/2012 0:00,,,,,
786,7/1/2012 0:00,,,,,
785,6/1/2012 0:00,,,,,
784,5/1/2012 0:00,,,,,
783,4/1/2012 0:00,,,,,
782,3/1/2012 0:00,,,,,
781,2/1/2012 0:00,,,,,
780,1/1/2012 0:00,,,,,
779,12/1/2011 0:00,,,,,
778,11/1/2011 0:00,,,,,
777,10/1/2011 0:00,,,,,
776,9/1/2011 0:00,,,,,
775,8/1/2011 0:00,,,,,
774,7/1/2011 0:00,,,,,
773,6/1/2011 0:00,,,,,
772,5/1/2011 0:00,,,,,
771,4/1/2011 0:00,,,,,
770,3/1/2011 0:00,,,,,
769,2/1/2011 0:00,,,,,
768,1/1/2011 0:00,,,,,
767,12/1/2010 0:00,,,,,
766,11/1/2010 0:00,,,,,
765,10/1/2010 0:00,,,,,
764,9/1/2010 0:00,,,,,
763,8/1/2010 0:00,,,,,
762,7/1/2010 0:00,,,,,
761,6/1/2010 0:00,,,,,
760,5/1/2010 0:00,,,,,
759,4/1/2010 0:00,,,,,
758,3/1/2010 0:00,,,,,
757,2/1/2010 0:00,,,,,
756,1/1/2010 0:00,,,,,
755,12/1/2009 0:00,,,,,
754,11/1/2009 0:00,,,,,
753,10/1/2009 0:00,,,,,
752,9/1/2009 0:00,,,,,
751,8/1/2009 0:00,,,,,
750,7/1/2009 0:00,,,,,
749,6/1/2009 0:00,,,,,
748,5/1/2009 0:00,,,,,
747,4/1/2009 0:00,,,,,
746,3/1/2009 0:00,,,,,
745,2/1/2009 0:00,,,,,
744,1/1/2009 0:00,,,,,
743,12/1/2008 0:00,,,,,
742,11/1/2008 0:00,,,,,
741,10/1/2008 0:00,,,,,
740,9/1/2008 0:00,,,,,
739,8/1/2008 0:00,,,,,
738,7/1/2008 0:00,,,,,
737,6/1/2008 0:00,,,,,
736,5/1/2008 0:00,,,,,
735,4/1/2008 0:00,,,,,
734,3/1/2008 0:00,,,,,
733,2/1/2008 0:00,,,,,
732,1/1/2008 0:00,,,,,
