,IndexID,Date,International,Domestic
768,847,8/1/2017 0:00,2218998324.0,1315007968.0
769,846,7/1/2017 0:00,2242811764.0,1208603549.0
770,845,6/1/2017 0:00,2179682643.0,1262941106.0
771,844,5/1/2017 0:00,2159376800.0,1236289808.0
772,843,4/1/2017 0:00,2065234188.0,1184722088.0
773,842,3/1/2017 0:00,2155152972.0,1280819614.0
774,841,2/1/2017 0:00,1680567551.0,1029816836.0
775,840,1/1/2017 0:00,1861554097.0,1131530025.0
776,839,12/1/2016 0:00,2063059953.0,1392905473.0
777,838,11/1/2016 0:00,2133673059.0,1263543457.0
778,837,10/1/2016 0:00,2154429335.0,1209485583.0
779,836,9/1/2016 0:00,1961844597.0,1182533535.0
780,835,8/1/2016 0:00,1923319714.0,1166538861.0
781,834,7/1/2016 0:00,1925598064.0,1106082699.0
782,833,6/1/2016 0:00,1904696199.0,1145565453.0
783,832,5/1/2016 0:00,1902233059.0,1076074479.0
784,831,4/1/2016 0:00,1954284062.0,1092553369.0
785,830,3/1/2016 0:00,1945220920.0,1138149481.0
786,829,2/1/2016 0:00,1606080027.0,952297220.6
787,828,1/1/2016 0:00,1783341445.0,1032305812.0
788,827,12/1/2015 0:00,1966888815.0,1309495486.0
789,826,11/1/2015 0:00,2019995104.0,1085222653.0
790,825,10/1/2015 0:00,2041253447.0,1166026079.0
791,824,9/1/2015 0:00,1917484118.0,1087086123.0
792,823,8/1/2015 0:00,1832226735.0,1057059071.0
793,822,7/1/2015 0:00,1904820269.0,1097254556.0
794,821,6/1/2015 0:00,1886578247.0,1067766853.0
795,820,5/1/2015 0:00,1910008128.0,1064995139.0
796,819,4/1/2015 0:00,1958791601.0,1088648940.0
797,818,3/1/2015 0:00,2024425287.0,1115751888.0
798,817,2/1/2015 0:00,1742665775.0,1008060853.0
799,816,1/1/2015 0:00,1799112411.0,1043068325.0
800,815,12/1/2014 0:00,1980796814.0,1260214072.0
801,814,11/1/2014 0:00,2049498247.0,1100759183.0
802,813,10/1/2014 0:00,2056676557.0,1144871737.0
803,812,9/1/2014 0:00,1869390688.0,1028581499.0
804,811,8/1/2014 0:00,1895746703.0,1070141512.0
805,810,7/1/2014 0:00,1996332148.0,1085373201.0
806,809,6/1/2014 0:00,1912660661.0,1020305285.0
807,808,5/1/2014 0:00,1953087464.0,1069655137.0
808,807,4/1/2014 0:00,1861694095.0,1062638586.0
809,806,3/1/2014 0:00,1982222681.0,1059970328.0
810,805,2/1/2014 0:00,1515282822.0,909761543.2
811,804,1/1/2014 0:00,1687694623.0,1032962441.0
812,803,12/1/2013 0:00,1876658723.0,1192265765.0
813,802,11/1/2013 0:00,1990982539.0,1018334919.0
814,801,10/1/2013 0:00,1961455969.0,1126408045.0
815,800,9/1/2013 0:00,1802995290.0,981917194.0
816,799,8/1/2013 0:00,1827193653.0,1066190158.0
817,798,7/1/2013 0:00,1867457546.0,996949275.4
818,797,6/1/2013 0:00,1857777406.0,1012812398.0
819,796,5/1/2013 0:00,1811802946.0,1047427972.0
820,795,4/1/2013 0:00,1938789426.0,993732913.7
821,794,3/1/2013 0:00,1993319383.0,1050382934.0
822,793,2/1/2013 0:00,1651348984.0,912788604.0
823,792,1/1/2013 0:00,1796971991.0,1028296242.0
824,791,12/1/2012 0:00,1924393862.0,1146489429.0
825,790,11/1/2012 0:00,2017292041.0,1082146565.0
826,789,10/1/2012 0:00,1951376439.0,1057686543.0
827,788,9/1/2012 0:00,1960624096.0,1008959152.0
828,787,8/1/2012 0:00,1958822875.0,1059470439.0
829,786,7/1/2012 0:00,2002899957.0,995975606.0
830,785,6/1/2012 0:00,2057891465.0,1033210046.0
831,784,5/1/2012 0:00,2073984955.0,1052157393.0
832,783,4/1/2012 0:00,2014632763.0,975641333.0
833,782,3/1/2012 0:00,2221366109.0,1086087112.0
834,781,2/1/2012 0:00,1855039237.0,954472518.7
835,780,1/1/2012 0:00,1754199368.0,914974304.2
836,779,12/1/2011 0:00,2106280050.0,1155033101.0
837,778,11/1/2011 0:00,2111253527.0,1029775545.0
838,777,10/1/2011 0:00,2145457627.0,1028994820.0
839,776,9/1/2011 0:00,2006847394.0,1006904701.0
840,775,8/1/2011 0:00,2039677693.0,1023595247.0
841,774,7/1/2011 0:00,2073639897.0,985666413.8
842,773,6/1/2011 0:00,2030696077.0,1049326409.0
843,772,5/1/2011 0:00,2087729636.0,994575693.1
844,771,4/1/2011 0:00,2151137877.0,1027909172.0
845,770,3/1/2011 0:00,2355563756.0,1054733909.0
846,769,2/1/2011 0:00,1809103169.0,853268228.6
847,768,1/1/2011 0:00,1948186626.0,923950123.3
848,767,12/1/2010 0:00,2178357286.0,1122729493.0
849,766,11/1/2010 0:00,2265592626.0,972441642.7
850,765,10/1/2010 0:00,2283637477.0,1031729640.0
851,764,9/1/2010 0:00,2012279979.0,1074590405.0
852,763,8/1/2010 0:00,1998647753.0,1057511902.0
853,762,7/1/2010 0:00,1994088225.0,1075826165.0
854,761,6/1/2010 0:00,2004492807.0,1079168512.0
855,760,5/1/2010 0:00,2062540999.0,1061357921.0
856,759,4/1/2010 0:00,1913703531.0,1076584532.0
857,758,3/1/2010 0:00,1971931105.0,1085023426.0
858,757,2/1/2010 0:00,1638814937.0,926043101.5
859,756,1/1/2010 0:00,1651272852.0,977334970.3
860,755,12/1/2009 0:00,1899799359.0,1228033420.0
861,754,11/1/2009 0:00,2000844045.0,1052014022.0
862,753,10/1/2009 0:00,1916120078.0,1129581753.0
863,752,9/1/2009 0:00,1710865555.0,1036690545.0
864,751,8/1/2009 0:00,1627588251.0,984831399.4
865,750,7/1/2009 0:00,1608275390.0,1009787804.0
866,749,6/1/2009 0:00,1652118062.0,961191331.8
867,748,5/1/2009 0:00,1471200408.0,956170884.1
868,747,4/1/2009 0:00,1528383404.0,946335258.0
869,746,3/1/2009 0:00,1564439210.0,929344434.5
870,745,2/1/2009 0:00,1330540459.0,860230144.7
871,744,1/1/2009 0:00,1324523613.0,933106572.0
872,743,12/1/2008 0:00,1550112466.0,1079636932.0
873,742,11/1/2008 0:00,1773000431.0,1018287122.0
874,741,10/1/2008 0:00,1959160995.0,1182951141.0
875,740,9/1/2008 0:00,1873575464.0,1100378316.0
876,739,8/1/2008 0:00,1896372063.0,1147282065.0
877,738,7/1/2008 0:00,1924038668.0,1176962349.0
878,737,6/1/2008 0:00,1977585958.0,1126079889.0
879,736,5/1/2008 0:00,2027888271.0,1215188829.0
880,735,4/1/2008 0:00,2184519616.0,1230238961.0
881,734,3/1/2008 0:00,2166417619.0,1199357351.0
882,733,2/1/2008 0:00,1835050526.0,1102383604.0
883,732,1/1/2008 0:00,1897167410.0,1168017693.0
